speed,power
17.507,96.795
17.522,94.963
17.534,95.385
17.537,90.837
17.539,93.594
17.552,92.046
17.559,98.368
17.564,90.713
17.569,93.190
17.574,87.323
17.577,102.302
17.587,90.386
17.589,95.281
17.592,91.713
17.594,93.874
17.602,96.155
17.604,96.603
17.607,97.921
17.612,95.883
17.614,91.264
17.629,93.666
17.634,96.991
17.639,94.543
17.642,89.661
17.644,93.228
17.649,97.892
17.654,92.911
17.657,95.160
17.677,97.427
17.689,84.976
17.697,105.436
17.699,90.435
17.702,87.739
17.707,97.709
17.722,94.435
17.724,91.483
17.729,96.854
17.732,86.527
17.734,93.996
17.739,95.103
17.747,89.424
17.752,102.203
17.757,94.459
17.764,94.864
17.767,92.331
17.772,98.071
17.774,90.663
17.782,93.814
17.789,93.626
17.794,99.418
17.797,90.342
17.799,91.066
17.802,92.634
17.812,93.771
17.817,0.000
17.819,92.089
17.822,87.479
17.827,94.508
17.829,89.891
17.832,91.381
17.839,89.078
17.842,92.271
17.849,93.901
17.852,97.165
17.854,100.905
17.857,92.536
17.859,96.229
17.862,93.615
17.864,95.745
17.869,91.154
17.884,93.521
17.887,97.186
17.892,94.866
17.897,94.504
17.904,95.103
17.907,94.929
17.909,98.109
17.912,91.473
17.914,94.405
17.917,97.274
17.919,88.583
17.924,96.470
17.939,102.634
17.942,99.734
17.944,95.302
17.949,98.868
17.952,96.046
17.957,93.327
17.959,94.493
17.964,94.381
17.969,94.281
17.972,87.841
17.974,96.885
17.977,92.763
17.979,89.359
17.982,99.645
17.984,94.977
17.987,92.755
17.989,89.866
17.994,92.058
18.002,97.646
18.004,98.265
18.007,93.650
18.009,90.232
18.012,97.156
18.022,94.131
18.024,97.028
18.029,81.969
18.037,92.063
18.047,96.881
18.057,97.689
18.059,94.804
18.067,94.155
18.074,99.880
18.079,91.407
18.082,96.729
18.084,93.218
18.087,96.993
18.092,96.932
18.097,97.098
18.099,96.898
18.102,94.133
18.112,96.603
18.117,91.103
18.124,99.094
18.127,93.585
18.129,94.195
18.134,89.755
18.137,95.269
18.149,93.578
18.157,98.451
18.159,102.367
18.162,97.347
18.172,96.548
18.174,95.709
18.177,101.935
18.184,98.808
18.192,94.919
18.194,93.123
18.197,102.935
18.207,92.088
18.212,94.826
18.219,93.177
18.222,90.399
18.227,95.605
18.237,93.856
18.242,105.528
18.247,91.212
18.249,0.000
18.252,94.735
18.254,89.524
18.257,90.730
18.259,97.930
18.262,96.303
18.267,97.438
18.269,88.058
18.272,94.286
18.277,99.991
18.279,94.799
18.284,98.972
18.287,87.727
18.289,93.627
18.294,99.854
18.304,94.103
18.317,84.669
18.319,93.305
18.324,99.555
18.329,98.623
18.334,97.330
18.337,99.356
18.339,103.727
18.342,93.401
18.344,102.987
18.349,99.228
18.352,93.933
18.354,100.272
18.364,96.112
18.382,97.091
18.384,96.890
18.394,95.186
18.397,98.270
18.399,97.616
18.409,98.378
18.412,92.719
18.414,98.558
18.419,91.447
18.429,100.008
18.432,99.268
18.434,100.953
18.439,94.500
18.444,98.577
18.447,97.689
18.449,107.316
18.452,94.385
18.454,94.294
18.457,90.283
18.464,100.535
18.467,98.833
18.469,102.800
18.482,93.289
18.484,97.767
18.489,98.621
18.499,90.873
18.504,99.902
18.509,97.804
18.512,93.281
18.522,91.540
18.524,89.418
18.529,92.848
18.532,89.521
18.534,90.089
18.554,96.068
18.557,98.829
18.559,98.903
18.562,100.950
18.564,99.979
18.577,104.950
18.579,93.826
18.582,99.897
18.597,95.610
18.604,97.053
18.607,98.168
18.609,88.497
18.622,0.000
18.634,98.275
18.637,93.604
18.649,94.142
18.654,103.136
18.659,102.751
18.664,97.838
18.667,90.395
18.669,101.315
18.682,97.085
18.689,91.052
18.697,88.707
18.709,93.141
18.714,91.367
18.719,98.033
18.722,94.990
18.724,104.654
18.727,93.734
18.732,94.375
18.734,0.000
18.739,106.941
18.742,93.859
18.749,89.417
18.762,97.434
18.764,100.219
18.772,97.733
18.774,99.154
18.784,93.829
18.787,92.232
18.789,99.080
18.792,96.139
18.794,98.462
18.797,98.638
18.804,100.984
18.809,98.507
18.812,96.561
18.817,94.208
18.819,103.751
18.822,97.966
18.827,101.682
18.829,93.269
18.834,104.080
18.842,104.360
18.852,100.323
18.857,89.561
18.859,0.000
18.862,93.077
18.867,90.758
18.869,100.246
18.882,102.309
18.889,101.279
18.892,97.900
18.897,97.203
18.899,99.388
18.902,103.956
18.907,92.016
18.909,100.034
18.912,91.996
18.917,93.470
18.919,100.593
18.922,98.964
18.927,97.176
18.929,93.963
18.939,95.172
18.942,101.289
18.944,102.483
18.949,94.687
18.954,97.511
18.962,102.043
18.964,100.553
18.967,101.087
18.979,95.421
18.982,91.507
18.989,95.332
18.997,99.154
19.004,96.821
19.007,97.935
19.012,97.501
19.014,100.285
19.017,102.419
19.019,95.508
19.022,100.347
19.024,94.194
19.027,100.107
19.029,95.564
19.034,97.958
19.039,93.723
19.042,98.506
19.044,98.574
19.047,101.293
19.052,98.429
19.054,92.151
19.057,94.241
19.062,104.941
19.067,94.480
19.069,91.230
19.072,98.402
19.074,99.658
19.079,99.252
19.084,100.995
19.089,92.125
19.092,98.876
19.094,94.214
19.097,99.094
19.102,96.470
19.104,103.762
19.107,92.770
19.114,96.906
19.119,92.925
19.122,104.832
19.124,93.389
19.137,105.395
19.142,106.199
19.144,94.975
19.152,93.971
19.154,101.174
19.157,98.565
19.159,99.974
19.162,97.410
19.164,101.645
19.172,101.022
19.174,94.602
19.177,97.920
19.189,93.653
19.192,101.505
19.199,101.636
19.212,97.404
19.214,91.645
19.217,101.112
19.222,90.787
19.224,97.054
19.227,100.140
19.234,97.322
19.237,92.381
19.239,103.117
19.244,98.594
19.247,95.477
19.249,100.445
19.252,91.822
19.254,95.024
19.257,92.819
19.262,106.688
19.264,98.139
19.267,97.935
19.269,104.273
19.272,92.922
19.284,100.446
19.289,97.186
19.297,94.192
19.299,103.134
19.302,95.938
19.304,97.880
19.307,96.956
19.312,100.600
19.319,96.042
19.322,99.874
19.327,102.769
19.332,98.458
19.334,100.684
19.342,101.272
19.352,96.939
19.359,88.474
19.362,97.581
19.364,103.378
19.369,92.869
19.382,94.254
19.384,96.681
19.397,94.421
19.409,96.722
19.412,0.000
19.419,105.522
19.424,95.234
19.439,95.651
19.454,97.445
19.457,94.231
19.464,99.356
19.467,89.986
19.482,102.986
19.484,99.220
19.497,100.344
19.504,98.939
19.509,97.024
19.512,97.463
19.519,100.860
19.524,96.938
19.527,100.617
19.529,105.543
19.532,92.499
19.534,100.784
19.542,97.623
19.549,97.576
19.552,93.714
19.554,95.346
19.557,99.152
19.559,98.736
19.567,96.428
19.569,93.333
19.579,99.665
19.589,93.845
19.592,94.121
19.594,98.225
19.602,95.810
19.607,100.244
19.612,103.224
19.617,94.811
19.619,97.907
19.624,90.187
19.627,98.129
19.639,92.547
19.642,89.346
19.644,102.587
19.649,94.649
19.654,94.976
19.662,100.013
19.664,98.849
19.667,96.248
19.674,95.007
19.682,100.661
19.687,92.927
19.694,98.051
19.699,95.739
19.704,99.147
19.707,100.187
19.717,105.621
19.722,90.657
19.727,103.466
19.729,97.084
19.734,92.727
19.737,101.518
19.739,103.913
19.742,94.150
19.757,97.902
19.759,105.083
19.767,95.350
19.772,101.347
19.774,94.903
19.779,98.051
19.784,96.115
19.787,95.027
19.799,100.079
19.804,101.471
19.807,99.117
19.809,93.698
19.812,101.027
19.814,95.810
19.817,100.993
19.819,99.127
19.832,100.216
19.834,99.041
19.844,99.265
19.847,99.279
19.857,101.530
19.862,97.550
19.874,93.948
19.887,96.093
19.889,99.079
19.897,103.321
19.899,105.336
19.912,100.384
19.922,102.469
19.924,90.359
19.927,97.807
19.929,100.467
19.932,101.714
19.937,92.772
19.939,94.880
19.944,99.400
19.947,102.054
19.949,100.542
19.952,101.342
19.957,0.000
19.959,96.488
19.962,94.087
19.964,97.563
19.967,103.366
19.972,0.000
19.977,98.134
19.979,104.658
19.984,101.285
19.992,97.117
19.994,99.286
19.997,99.374
19.999,99.710
20.002,101.274
20.010,101.853
20.012,95.763
20.015,95.314
20.017,99.320
20.020,107.390
20.022,0.000
20.025,96.951
20.035,103.741
20.037,97.111
20.040,103.479
20.057,99.576
20.062,108.362
20.067,97.229
20.080,99.731
20.090,92.761
20.092,104.020
20.095,99.202
20.097,100.681
20.102,96.670
20.107,100.098
20.120,92.756
20.125,101.004
20.127,97.387
20.130,102.059
20.135,99.020
20.137,100.227
20.142,91.216
20.157,96.111
20.160,97.912
20.162,93.731
20.167,96.371
20.172,94.101
20.177,98.128
20.180,99.778
20.190,98.579
20.192,98.607
20.202,98.338
20.207,103.957
20.210,96.087
20.212,100.316
20.217,106.881
20.220,98.485
20.225,97.149
20.235,100.637
20.237,97.362
20.247,99.259
20.255,101.016
20.257,92.133
20.272,96.843
20.275,97.053
20.282,101.169
20.290,99.897
20.295,101.545
20.300,102.915
20.305,97.490
20.307,101.798
20.315,98.017
20.317,89.366
20.322,99.493
20.330,98.197
20.332,95.454
20.335,101.987
20.337,93.820
20.342,95.768
20.347,91.382
20.352,95.291
20.357,95.220
20.367,104.021
20.395,101.573
20.402,97.142
20.407,100.328
20.410,106.191
20.415,98.128
20.420,97.936
20.425,92.271
20.432,94.849
20.440,100.209
20.442,95.426
20.445,100.902
20.447,102.684
20.450,96.646
20.452,95.925
20.455,91.430
20.460,98.020
20.462,91.906
20.467,95.428
20.472,100.002
20.477,100.753
20.480,97.103
20.485,97.726
20.487,87.512
20.490,98.872
20.495,97.415
20.497,100.284
20.500,106.185
20.502,100.521
20.507,104.136
20.510,97.907
20.512,98.063
20.520,93.718
20.522,102.537
20.532,90.694
20.535,102.585
20.537,86.661
20.542,104.142
20.562,96.004
20.565,103.823
20.570,101.476
20.575,99.271
20.577,97.532
20.580,96.661
20.582,97.539
20.587,98.040
20.612,99.601
20.615,102.392
20.625,91.936
20.630,98.773
20.635,99.559
20.640,101.438
20.645,98.777
20.652,102.438
20.657,101.649
20.662,104.309
20.667,99.305
20.670,99.960
20.672,100.293
20.682,93.604
20.687,95.393
20.695,97.975
20.705,97.654
20.707,96.742
20.717,99.367
20.725,95.553
20.730,103.513
20.732,101.280
20.735,93.552
20.740,99.614
20.745,104.330
20.750,97.678
20.752,98.592
20.755,103.180
20.757,95.084
20.765,97.530
20.775,92.304
20.777,100.589
20.780,0.000
20.785,102.431
20.797,96.594
20.802,101.179
20.812,96.481
20.817,100.479
20.820,95.062
20.822,100.234
20.825,96.414
20.827,104.810
20.832,100.317
20.845,98.642
20.847,100.917
20.850,90.839
20.857,101.884
20.867,96.563
20.872,102.267
20.880,102.773
20.892,96.306
20.895,100.268
20.910,95.317
20.930,94.458
20.935,94.795
20.940,100.525
20.942,97.123
20.947,99.313
20.950,95.795
20.957,95.028
20.960,97.321
20.962,91.294
20.965,104.506
20.972,96.060
20.975,97.025
20.977,98.383
20.985,103.038
20.987,96.271
20.990,91.695
20.992,96.315
20.995,99.809
21.000,99.308
21.005,99.411
21.007,93.482
21.017,100.274
21.027,100.192
21.035,96.108
21.040,99.258
21.042,98.109
21.052,95.098
21.057,97.506
21.060,104.968
21.062,97.869
21.067,97.701
21.070,96.087
21.077,99.297
21.080,99.349
21.082,102.398
21.090,98.790
21.095,102.598
21.097,99.136
21.102,98.358
21.105,96.794
21.110,100.251
21.112,98.283
21.115,103.997
21.120,98.336
21.125,99.332
21.127,97.870
21.135,98.852
21.137,97.052
21.142,92.388
21.150,101.878
21.157,99.720
21.162,100.746
21.167,98.801
21.170,99.177
21.175,0.000
21.180,94.211
21.182,92.823
21.187,101.795
21.190,92.857
21.195,96.321
21.210,96.226
21.225,101.914
21.232,99.760
21.235,106.241
21.250,98.727
21.260,101.321
21.267,100.377
21.275,88.258
21.277,102.101
21.280,109.164
21.282,92.565
21.285,103.065
21.287,100.906
21.292,95.830
21.295,105.645
21.297,97.355
21.300,101.976
21.305,98.293
21.310,99.155
21.315,99.887
21.320,97.604
21.325,94.257
21.327,101.766
21.332,94.828
21.337,103.683
21.340,98.860
21.342,94.827
21.345,101.658
21.352,95.588
21.362,97.029
21.365,98.124
21.367,93.574
21.370,104.288
21.372,91.674
21.375,104.347
21.382,93.458
21.385,99.001
21.387,104.733
21.392,97.728
21.405,96.593
21.407,98.769
21.412,93.992
21.417,100.492
21.422,95.591
21.427,103.182
21.432,101.633
21.437,101.224
21.440,93.646
21.450,98.351
21.457,97.167
21.462,103.346
21.465,101.439
21.467,88.565
21.470,97.660
21.472,94.453
21.477,96.199
21.480,102.939
21.482,94.406
21.485,103.856
21.487,96.751
21.497,100.366
21.520,105.086
21.522,98.656
21.530,102.677
21.535,101.771
21.540,95.576
21.545,96.615
21.550,100.315
21.552,96.135
21.555,94.329
21.557,105.883
21.572,96.181
21.580,100.166
21.582,104.381
21.585,107.420
21.587,93.266
21.595,96.883
21.602,98.104
21.605,99.114
21.607,99.962
21.610,101.546
21.612,98.283
21.615,99.022
21.622,102.809
21.625,98.181
21.632,107.361
21.642,107.590
21.667,0.000
21.670,101.281
21.677,99.439
21.687,97.325
21.690,101.417
21.695,93.255
21.697,100.894
21.700,95.082
21.725,104.831
21.747,104.709
21.752,98.362
21.755,99.580
21.770,102.234
21.772,0.000
21.775,109.865
21.782,96.245
21.790,99.917
21.792,100.579
21.797,92.729
21.802,99.124
21.805,98.918
21.812,113.038
21.815,99.499
21.817,101.165
21.822,98.925
21.830,92.483
21.832,101.397
21.835,98.619
21.840,102.043
21.845,102.109
21.847,101.409
21.860,97.726
21.865,98.424
21.870,96.750
21.887,100.462
21.890,103.670
21.895,101.262
21.897,95.818
21.902,100.635
21.910,98.085
21.912,95.276
21.917,96.086
21.920,103.511
21.922,100.734
21.925,100.392
21.935,96.796
21.937,100.025
21.940,98.145
21.947,101.317
21.950,103.027
21.952,100.595
21.955,96.400
21.957,103.657
21.962,99.850
21.965,103.701
21.972,104.240
21.975,97.463
21.977,90.859
21.980,99.325
21.982,100.198
21.987,99.551
21.992,105.113
21.997,99.923
22.000,101.647
22.010,92.572
22.015,102.192
22.017,97.152
22.027,93.141
22.030,97.398
22.035,101.833
22.037,102.461
22.045,101.278
22.050,100.530
22.052,96.500
22.055,102.503
22.057,106.482
22.060,98.291
22.062,98.546
22.067,94.653
22.072,97.640
22.075,102.416
22.077,100.553
22.082,98.275
22.085,96.028
22.090,96.685
22.095,98.445
22.097,100.867
22.100,98.856
22.102,101.446
22.107,93.123
22.115,103.483
22.117,97.222
22.127,97.538
22.130,103.590
22.132,93.358
22.135,93.277
22.137,93.426
22.140,101.123
22.150,96.480
22.152,96.842
22.162,100.623
22.167,93.685
22.170,100.403
22.172,107.582
22.175,93.995
22.180,95.256
22.187,92.695
22.192,94.823
22.197,96.283
22.200,99.449
22.202,94.514
22.205,101.828
22.207,100.150
22.210,97.477
22.215,96.756
22.217,99.142
22.220,102.642
22.230,100.386
22.232,96.894
22.247,109.387
22.252,98.409
22.255,95.369
22.260,94.743
22.275,94.712
22.280,102.650
22.282,97.161
22.285,101.182
22.290,97.887
22.292,94.461
22.300,98.242
22.307,89.108
22.310,91.768
22.312,94.294
22.315,97.710
22.320,102.340
22.322,98.733
22.332,99.149
22.335,106.693
22.345,103.318
22.355,98.702
22.360,97.108
22.362,96.517
22.370,102.418
22.372,103.088
22.375,99.911
22.382,104.483
22.385,103.199
22.390,97.212
22.395,104.683
22.400,95.777
22.407,100.072
22.410,93.189
22.420,98.450
22.432,95.531
22.447,99.711
22.452,102.721
22.455,93.471
22.460,95.628
22.462,97.356
22.465,97.432
22.470,107.201
22.472,105.651
22.490,105.701
22.492,99.333
22.495,97.086
22.507,102.102
22.515,100.099
22.520,104.533
22.525,95.506
22.532,104.712
22.545,93.250
22.550,97.120
22.552,101.046
22.555,101.443
22.557,101.070
22.560,98.279
22.572,94.061
22.577,99.034
22.580,101.125
22.582,100.536
22.585,101.316
22.592,101.038
22.610,97.346
22.627,99.357
22.635,95.664
22.637,96.806
22.640,96.633
22.645,96.334
22.650,98.428
22.657,92.418
22.665,96.493
22.667,98.639
22.670,92.527
22.672,104.984
22.675,104.065
22.677,100.671
22.680,101.955
22.687,100.183
22.690,96.038
22.697,96.043
22.700,100.888
22.705,107.235
22.707,97.726
22.710,93.259
22.712,91.558
22.725,107.273
22.727,106.443
22.730,96.515
22.745,102.194
22.747,98.289
22.750,97.363
22.755,98.761
22.762,99.201
22.767,101.807
22.770,99.418
22.772,95.649
22.780,96.580
22.785,107.759
22.787,96.442
22.790,97.597
22.795,95.252
22.800,95.229
22.802,97.932
22.805,99.826
22.810,93.112
22.812,100.271
22.822,102.503
22.827,105.992
22.830,100.600
22.832,103.087
22.835,98.099
22.837,101.409
22.840,96.177
22.842,99.901
22.847,94.832
22.850,95.159
22.857,96.433
22.862,97.489
22.867,103.357
22.872,104.137
22.875,96.698
22.887,96.454
22.892,94.864
22.897,94.007
22.900,95.934
22.902,97.053
22.905,95.787
22.910,100.512
22.912,99.607
22.915,97.026
22.917,112.523
22.922,108.058
22.925,103.097
22.927,100.225
22.930,96.242
22.935,105.873
22.937,95.176
22.940,97.550
22.942,104.842
22.945,100.364
22.955,0.000
22.957,99.094
22.960,95.091
22.965,102.368
22.967,102.373
22.970,103.382
22.982,107.335
22.985,101.231
22.987,104.971
22.990,100.124
22.997,97.580
23.000,98.538
23.002,98.317
23.005,103.818
23.007,100.104
23.012,100.659
23.020,103.592
23.025,106.583
23.030,97.032
23.042,103.739
23.047,104.976
23.050,105.597
23.052,102.688
23.055,97.880
23.062,97.551
23.065,100.316
23.072,100.269
23.075,101.381
23.080,99.286
23.085,99.927
23.087,101.465
23.090,98.489
23.095,97.057
23.097,103.682
23.105,106.822
23.107,100.238
23.112,92.943
23.122,94.916
23.125,100.922
23.130,102.489
23.140,96.531
23.145,98.250
23.147,106.354
23.157,104.588
23.160,101.271
23.165,97.762
23.172,100.957
23.175,103.114
23.177,99.572
23.180,97.552
23.185,102.305
23.190,94.015
23.192,99.454
23.197,101.783
23.200,99.950
23.205,100.122
23.222,98.681
23.225,92.397
23.227,105.723
23.235,94.475
23.237,101.013
23.240,104.256
23.242,98.519
23.250,99.598
23.260,91.727
23.262,99.694
23.265,103.941
23.267,98.907
23.270,92.999
23.275,95.701
23.277,99.070
23.285,100.988
23.287,101.239
23.290,97.158
23.297,100.640
23.300,99.793
23.302,99.946
23.307,97.810
23.310,101.956
23.315,102.240
23.317,105.405
23.322,98.402
23.327,99.899
23.330,102.695
23.332,95.971
23.340,99.708
23.350,96.300
23.355,98.180
23.365,99.224
23.367,104.073
23.372,100.524
23.375,105.550
23.380,100.099
23.387,105.644
23.390,97.617
23.392,99.563
23.395,106.729
23.405,104.737
23.407,99.918
23.412,103.442
23.422,94.257
23.425,104.506
23.430,100.083
23.435,92.531
23.450,98.421
23.455,0.000
23.465,94.141
23.467,103.912
23.470,101.571
23.472,99.909
23.475,99.773
23.477,104.882
23.485,99.148
23.492,98.127
23.495,101.521
23.497,94.384
23.505,102.704
23.510,92.555
23.515,91.182
23.525,101.562
23.527,99.777
23.532,100.880
23.535,100.303
23.537,97.628
23.542,94.449
23.557,103.473
23.560,102.849
23.562,99.600
23.570,96.494
23.572,98.325
23.575,96.248
23.587,99.082
23.590,94.469
23.592,105.681
23.620,97.937
23.622,98.921
23.625,97.407
23.637,103.693
23.640,96.415
23.650,99.148
23.657,95.061
23.667,91.757
23.670,98.660
23.672,107.202
23.680,92.668
23.682,98.834
23.685,108.959
23.690,99.177
23.692,105.304
23.697,97.823
23.700,91.185
23.702,102.496
23.707,97.364
23.715,103.811
23.720,93.186
23.722,98.355
23.725,96.273
23.732,98.712
23.737,97.797
23.740,103.187
23.742,103.521
23.745,97.013
23.747,95.812
23.760,100.103
23.767,102.179
23.770,94.019
23.775,98.440
23.777,100.204
23.780,96.655
23.790,99.305
23.792,98.760
23.800,100.478
23.810,96.473
23.815,94.343
23.817,100.478
23.820,96.875
23.825,99.308
23.827,101.321
23.830,104.907
23.835,102.847
23.840,91.615
23.842,96.070
23.850,100.746
23.852,101.505
23.855,101.497
23.857,110.236
23.865,100.986
23.867,98.542
23.877,98.085
23.890,96.631
23.895,98.448
23.900,101.577
23.910,102.433
23.917,110.270
23.922,105.111
23.927,102.757
23.932,93.328
23.937,99.899
23.942,98.882
23.947,94.085
23.952,100.879
23.955,103.342
23.957,98.569
23.962,96.508
23.967,104.273
23.975,98.126
23.990,100.683
24.000,98.541
24.005,99.060
24.007,92.497
24.010,97.722
24.012,98.162
24.022,100.079
24.025,96.850
24.027,100.402
24.037,102.967
24.040,100.519
24.045,104.194
24.052,98.466
24.055,100.754
24.065,99.412
24.067,102.305
24.070,108.002
24.072,105.454
24.077,91.215
24.080,99.252
24.082,96.669
24.085,98.796
24.087,100.425
24.100,105.427
24.102,101.645
24.105,106.416
24.112,98.985
24.115,97.255
24.122,92.509
24.125,98.966
24.127,97.959
24.135,103.728
24.140,98.737
24.142,103.878
24.145,102.063
24.155,101.944
24.160,97.104
24.162,98.727
24.172,106.356
24.175,98.828
24.180,97.044
24.182,97.705
24.185,97.133
24.187,96.195
24.192,98.898
24.195,101.969
24.197,94.874
24.200,100.459
24.202,100.116
24.207,100.348
24.212,102.096
24.217,101.209
24.220,97.174
24.222,101.820
24.225,98.623
24.227,103.631
24.232,97.401
24.237,100.238
24.242,93.272
24.247,98.720
24.250,102.386
24.252,99.792
24.255,102.154
24.265,99.139
24.267,100.406
24.270,94.953
24.275,92.585
24.277,99.683
24.282,102.674
24.290,100.962
24.292,100.402
24.297,101.236
24.312,101.041
24.320,101.762
24.322,97.930
24.325,101.030
24.330,97.822
24.332,99.364
24.340,100.859
24.342,96.282
24.350,104.500
24.352,106.768
24.355,103.069
24.365,102.496
24.367,95.069
24.372,95.089
24.380,98.843
24.390,90.755
24.392,108.198
24.395,99.865
24.397,96.672
24.402,0.000
24.410,0.000
24.412,0.000
24.422,0.000
24.427,0.000
24.432,0.000
24.442,0.000
24.450,0.000
24.462,0.000
24.465,0.000
24.470,0.000
24.472,0.000
24.475,0.000
24.480,0.000
24.482,0.000
24.495,0.000
24.497,0.000
24.502,0.000
24.507,0.000
24.512,0.000
24.515,0.000
24.517,0.000
24.522,0.000
24.525,0.000
24.527,0.000
24.530,0.000
24.537,0.000
24.547,0.000
24.550,0.000
24.552,0.000
24.560,0.000
24.562,0.000
24.565,0.000
24.567,0.000
24.570,0.000
24.575,0.000
24.590,0.000
24.595,0.000
24.607,0.000
24.610,0.000
24.612,0.000
24.615,0.000
24.617,0.000
24.620,0.000
24.625,0.000
24.627,0.000
24.632,0.000
24.637,0.000
24.640,0.000
24.642,0.000
24.645,0.000
24.647,0.000
24.652,0.000
24.655,0.000
24.657,0.000
24.662,0.000
24.665,0.000
24.672,0.000
24.677,0.000
24.682,0.000
24.685,0.000
24.687,0.000
24.690,0.000
24.692,0.000
24.697,0.000
24.700,0.000
24.702,0.000
24.710,0.000
24.715,0.000
24.717,0.000
24.720,0.000
24.722,0.000
24.725,0.000
24.727,0.000
24.730,0.000
24.732,0.000
24.737,0.000
24.740,0.000
24.745,0.000
24.752,0.000
24.757,0.000
24.760,0.000
24.762,0.000
24.770,0.000
24.772,0.000
24.775,0.000
24.777,0.000
24.792,0.000
24.795,0.000
24.797,0.000
24.800,0.000
24.802,0.000
24.805,0.000
24.807,0.000
24.812,0.000
24.815,0.000
24.817,0.000
24.820,0.000
24.825,0.000
24.830,0.000
24.840,0.000
24.842,0.000
24.845,0.000
24.850,0.000
24.852,0.000
24.855,0.000
24.862,0.000
24.882,0.000
24.885,0.000
24.892,0.000
24.907,0.000
24.912,0.000
24.917,0.000
24.922,0.000
24.930,0.000
24.935,0.000
24.947,0.000
24.955,0.000
24.960,0.000
24.962,0.000
24.970,0.000
24.972,0.000
24.980,0.000
24.992,0.000
24.995,0.000
25.000,0.000
